,movie,genre,age_limit,language,movie_link,showtime,date,cinema,place,rating,cinema_place,latitude,longitude
21,Kaiserschmarrndrama,Crime,12Y.,G,https://www.cineman.ch/en/movie/2020/Kaiserschmarrndrama/,17:30,2021-09-19,blue Cinema Capitol,Zürich,3.0,blue Cinema Capitol Zürich,47.3778376,8.5441343
22,Prisoner 760,Drama,16Y.,G,https://www.cineman.ch/en/movie/2021/Prisoner760/,17:40,2021-09-19,Arena Cinemas,Zürich,4.5,Arena Cinemas Zürich,47.3584599,8.5229214
23,In the Mood for Love,,16Y.,O/g,https://www.cineman.ch/en/movie/2000/InTheMoodForLove/,17:45,2021-09-19,Arthouse Uto,Zürich,4.2,Arthouse Uto Zürich,47.3741858,8.5213039
24,The Organ Donor,Horror,18Y.,G,https://www.cineman.ch/en/movie/2020/SawIX/,17:45,2021-09-19,blue Cinema Abaton,Zürich,2.5,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
25,The Forever Purge,"Action, Horror, Sci-fi, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/TheForeverPurge/,17:45,2021-09-19,blue Cinema Abaton,Zürich,3.1,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
26,French Exit,Drama,14Y.,E/gf,https://www.cineman.ch/en/movie/2020/FrenchExit/,17:50,2021-09-19,Arthouse Piccadilly,Zürich,3.0,Arthouse Piccadilly Zürich,47.365993,8.5489046
27,Monte Verità,Drama,14Y.,G,https://www.cineman.ch/en/movie/2021/MonteVerita/,17:50,2021-09-19,Arthouse Le Paris,Zürich,3.7,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
28,The Father,Drama,14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/TheFather/,17:50,2021-09-19,Houdini,Zürich,4.4,Houdini Zürich,47.3746074,8.5203069
29,Toma,"Drama, Music, History",16/14Y.,O/g,https://www.cineman.ch/en/movie/2021/Toma/,17:50,2021-09-19,Kosmos,Zürich,not available,Kosmos Zürich,47.3799807,8.5290807
30,Bekenntnisse des Hochstaplers Felix Krull,Drama,12Y.,G,https://www.cineman.ch/en/movie/2020/BekenntnisseDesHochstaplersFelixKrull/,18:00,2021-09-19,Stüssihof,Zürich,3.7,Stüssihof Zürich,47.3723239,8.5437701
31,Don't Breathe 2,"Horror, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2021/DontBreathe2/,18:00,2021-09-19,Arena Cinemas,Zürich,2.4,Arena Cinemas Zürich,47.3584599,8.5229214
32,Fluchtgefahr,,none,O/g,https://www.cineman.ch/en/showtimes/cinema/filmpodium-zurich/421/,18:00,2021-09-19,Filmpodium,Zürich,,Filmpodium Zürich,47.3715739,8.536824700000002
33,Old,"Mystery, Thriller",14Y.,G,https://www.cineman.ch/en/movie/2021/Old/,18:00,2021-09-19,Arena Cinemas,Zürich,2.4,Arena Cinemas Zürich,47.3584599,8.5229214
34,Felkészülés meghatározatlan ideig tartó együttlétre,Drama,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/FelkeszuelesMeghatarozatlanIdeigTartoEgyuettletre/,18:00,2021-09-19,Arthouse Movie,Zürich,4.0,Arthouse Movie Zürich,47.3707036,8.5437007
35,Programm 2,,none,O,https://www.cineman.ch/en/showtimes/cinema/xenix-zurich/343/,18:00,2021-09-19,Xenix,Zürich,,Xenix Zürich,47.37528529999999,8.5261529
36,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/RidersofJustice/,18:00,2021-09-19,Arthouse Alba,Zürich,3.3,Arthouse Alba Zürich,47.3761085,8.544658199999999
37,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,G,https://www.cineman.ch/en/movie/2020/RidersofJustice/,18:10,2021-09-19,Arena Cinemas,Zürich,3.3,Arena Cinemas Zürich,47.3584599,8.5229214
38,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/RidersofJustice/,18:30,2021-09-19,Riffraff,Zürich,3.3,Riffraff Zürich,47.3827835,8.5290454
39,Cash Truck,"Action, Crime",16Y.,G,https://www.cineman.ch/en/movie/2020/WrathOfMan/,18:10,2021-09-19,Arena Cinemas,Zürich,3.7,Arena Cinemas Zürich,47.3584599,8.5229214
40,Heitere Fahne,Documentary,none,CH/e,https://www.cineman.ch/en/movie/2021/HeitereFahne/,18:10,2021-09-19,Riffraff,Zürich,not available,Riffraff Zürich,47.3827835,8.5290454
41,Monte Verità,Drama,14Y.,G/e,https://www.cineman.ch/en/movie/2021/MonteVerita/,18:10,2021-09-19,Houdini,Zürich,3.7,Houdini Zürich,47.3746074,8.5203069
42,Nuevo orden,Drama,16Y.,S/pgf,https://www.cineman.ch/en/movie/2020/NuevoOrden/,18:10,2021-09-19,Riffraff,Zürich,2.8,Riffraff Zürich,47.3827835,8.5290454
43,After We Fell,Romance,14Y.,G,https://www.cineman.ch/en/movie/2021/AfterWeFell/,18:20,2021-09-19,Arena Cinemas,Zürich,3.2,Arena Cinemas Zürich,47.3584599,8.5229214
44,Billie,"Documentary, Music",16/10Y.,E/gf,https://www.cineman.ch/en/movie/2019/Billie/,18:20,2021-09-19,Arthouse Piccadilly,Zürich,4.7,Arthouse Piccadilly Zürich,47.365993,8.5489046
45,Druk,Drama,14Y.,O/gf,https://www.cineman.ch/en/movie/2020/Druk/,18:20,2021-09-19,Kosmos,Zürich,4.2,Kosmos Zürich,47.3799807,8.5290807
46,La Fine Fleur,"Comedy, Drama",14/6Y.,F/g,https://www.cineman.ch/en/movie/2020/LaFineFleur/,18:20,2021-09-19,Kosmos,Zürich,4.5,Kosmos Zürich,47.3799807,8.5290807
47,Tides,"Sci-fi, Thriller",12Y.,E/g,https://www.cineman.ch/en/movie/2021/tides/,18:20,2021-09-19,Kosmos,Zürich,3.8,Kosmos Zürich,47.3799807,8.5290807
48,Die Pazifistin - Gertrud Woker: Eine vergessene Heldin,Documentary,12Y.,G,https://www.cineman.ch/en/movie/2021/DiePazifistinGertrudWoker/,18:30,2021-09-19,Arthouse Movie,Zürich,5.0,Arthouse Movie Zürich,47.3707036,8.5437007
49,Gaza mon amour,"Comedy, Drama, Romance",16/12Y.,O/gf,https://www.cineman.ch/en/movie/2020/Apollo/,18:30,2021-09-19,Houdini,Zürich,not available,Houdini Zürich,47.3746074,8.5203069
50,Nomadland,Drama,12/6Y.,E/gf,https://www.cineman.ch/en/movie/2020/Nomadland/,18:30,2021-09-19,Kosmos,Zürich,3.9,Kosmos Zürich,47.3799807,8.5290807
51,Nomadland,Drama,12/6Y.,E/gf,https://www.cineman.ch/en/movie/2020/Nomadland/,18:40,2021-09-19,Riffraff,Zürich,3.9,Riffraff Zürich,47.3827835,8.5290454
52,Candyman,Horror,16Y.,G,https://www.cineman.ch/en/movie/2020/Candyman/,18:40,2021-09-19,Arena Cinemas,Zürich,4.0,Arena Cinemas Zürich,47.3584599,8.5229214
53,"Quo Vadis, Aida?","Drama, War",14/12Y.,O/gf,https://www.cineman.ch/en/movie/2020/QuoVadisAida/,18:40,2021-09-19,Houdini,Zürich,4.2,Houdini Zürich,47.3746074,8.5203069
54,Auf die eigene Art,Documentary,10Y.,O/g,https://www.cineman.ch/en/movie/2021/AufDieEigeneArt/,19:00,2021-09-19,Stüssihof,Zürich,not available,Stüssihof Zürich,47.3723239,8.5437701
55,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,19:30,2021-09-19,blue Cinema Metropol,Zürich,4.3,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
56,2046,"Drama, Fantasy, Romance, Sci-fi",16Y.,O/g,https://www.cineman.ch/en/movie/2004/2046/,20:00,2021-09-19,Arthouse Uto,Zürich,3.8,Arthouse Uto Zürich,47.3741858,8.5213039
57,Bekenntnisse des Hochstaplers Felix Krull,Drama,12Y.,G,https://www.cineman.ch/en/movie/2020/BekenntnisseDesHochstaplersFelixKrull/,20:00,2021-09-19,blue Cinema Capitol,Zürich,3.7,blue Cinema Capitol Zürich,47.3778376,8.5441343
58,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:00,2021-09-19,blue Cinema Capitol,Zürich,4.3,blue Cinema Capitol Zürich,47.3778376,8.5441343
59,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:00,2021-09-19,Arena Cinemas,Zürich,4.3,Arena Cinemas Zürich,47.3584599,8.5229214
60,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:10,2021-09-19,Arena Cinemas,Zürich,4.3,Arena Cinemas Zürich,47.3584599,8.5229214
61,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:15,2021-09-19,Arena Cinemas,Zürich,4.3,Arena Cinemas Zürich,47.3584599,8.5229214
62,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:15,2021-09-19,blue Cinema Abaton,Zürich,4.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
63,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:30,2021-09-19,blue Cinema Abaton,Zürich,4.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
64,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:30,2021-09-19,blue Cinema Abaton,Zürich,4.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
65,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:15,2021-09-19,blue Cinema Corso,Zürich,4.3,blue Cinema Corso Zürich,47.3663426,8.546733999999999
66,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:20,2021-09-19,Kosmos,Zürich,4.3,Kosmos Zürich,47.3799807,8.5290807
67,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:30,2021-09-19,Houdini,Zürich,4.3,Houdini Zürich,47.3746074,8.5203069
68,Fabian oder der Gang vor die Hunde,,14/12Y.,G,https://www.cineman.ch/en/movie/2021/FabianoderderGangvordieHunde/,20:00,2021-09-19,Houdini,Zürich,5.0,Houdini Zürich,47.3746074,8.5203069
69,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",16Y.,E/gf,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:00,2021-09-19,blue Cinema Capitol,Zürich,3.5,blue Cinema Capitol Zürich,47.3778376,8.5441343
70,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:15,2021-09-19,blue Cinema Abaton,Zürich,3.5,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
71,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:30,2021-09-19,Arena Cinemas,Zürich,3.5,Arena Cinemas Zürich,47.3584599,8.5229214
72,Programm 3,,none,O,https://www.cineman.ch/en/showtimes/cinema/xenix-zurich/343/,20:00,2021-09-19,Xenix,Zürich,,Xenix Zürich,47.37528529999999,8.5261529
73,Les 2 Alfred,Comedy,12/8Y.,F/g,https://www.cineman.ch/en/movie/2020/LesDeuxAlfred/,20:10,2021-09-19,Arthouse Movie,Zürich,3.0,Arthouse Movie Zürich,47.3707036,8.5437007
74,Fast & Furious 9,"Action, Adventure, Crime, Thriller",16/12Y.,G,https://www.cineman.ch/en/movie/2019/FastandFurious9/,20:15,2021-09-19,Arena Cinemas,Zürich,3.6,Arena Cinemas Zürich,47.3584599,8.5229214
75,Fast & Furious 9,"Action, Adventure, Crime, Thriller",16/12Y.,G,https://www.cineman.ch/en/movie/2019/FastandFurious9/,20:30,2021-09-19,blue Cinema Abaton,Zürich,3.6,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
76,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,G,https://www.cineman.ch/en/movie/2020/RidersofJustice/,20:15,2021-09-19,blue Cinema Abaton,Zürich,3.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
77,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/RidersofJustice/,20:30,2021-09-19,Arthouse Alba,Zürich,3.3,Arthouse Alba Zürich,47.3761085,8.544658199999999
78,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/RidersofJustice/,20:30,2021-09-19,blue Cinema Corso,Zürich,3.3,blue Cinema Corso Zürich,47.3663426,8.546733999999999
79,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,G,https://www.cineman.ch/en/movie/2020/RidersofJustice/,20:50,2021-09-19,Arena Cinemas,Zürich,3.3,Arena Cinemas Zürich,47.3584599,8.5229214
80,The Organ Donor,Horror,18Y.,E/gf,https://www.cineman.ch/en/movie/2020/SawIX/,20:15,2021-09-19,blue Cinema Metropol,Zürich,2.5,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
81,The Organ Donor,Horror,18Y.,G,https://www.cineman.ch/en/movie/2020/SawIX/,20:45,2021-09-19,blue Cinema Abaton,Zürich,2.5,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
82,OSS 117 : Alerte rouge en Afrique noire,"Action, Adventure, Comedy",12/10Y.,F,https://www.cineman.ch/en/movie/2021/OSS117AlerteRougeEnAfriqueNoire/,20:20,2021-09-19,Arthouse Piccadilly,Zürich,3.3,Arthouse Piccadilly Zürich,47.365993,8.5489046
83,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:20,2021-09-19,Arena Cinemas,Zürich,4.0,Arena Cinemas Zürich,47.3584599,8.5229214
84,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:30,2021-09-19,Arena Cinemas,Zürich,4.0,Arena Cinemas Zürich,47.3584599,8.5229214
85,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:30,2021-09-19,blue Cinema Capitol,Zürich,4.0,blue Cinema Capitol Zürich,47.3778376,8.5441343
86,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:30,2021-09-19,blue Cinema Corso,Zürich,4.0,blue Cinema Corso Zürich,47.3663426,8.546733999999999
87,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:45,2021-09-19,blue Cinema Abaton,Zürich,4.0,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
88,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:45,2021-09-19,blue Cinema Abaton,Zürich,4.0,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
89,The Suicide Squad,"Action, Adventure, Fantasy",16Y.,G,https://www.cineman.ch/en/movie/2021/TheSuicideSquat/,20:25,2021-09-19,Arena Cinemas,Zürich,3.6,Arena Cinemas Zürich,47.3584599,8.5229214
90,After We Fell,Romance,14Y.,G,https://www.cineman.ch/en/movie/2021/AfterWeFell/,20:30,2021-09-19,blue Cinema Abaton,Zürich,3.2,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
91,After We Fell,Romance,14Y.,G,https://www.cineman.ch/en/movie/2021/AfterWeFell/,20:50,2021-09-19,Arena Cinemas,Zürich,3.2,Arena Cinemas Zürich,47.3584599,8.5229214
92,Candyman,Horror,16Y.,E/gf,https://www.cineman.ch/en/movie/2020/Candyman/,20:30,2021-09-19,blue Cinema Capitol,Zürich,4.0,blue Cinema Capitol Zürich,47.3778376,8.5441343
93,Generation Beziehungsunfähig,Comedy,12Y.,G,https://www.cineman.ch/en/movie/2021/GenerationBeziehungsunfaehig/,20:30,2021-09-19,blue Cinema Capitol,Zürich,2.3,blue Cinema Capitol Zürich,47.3778376,8.5441343
94,Monte Verità,Drama,14Y.,G,https://www.cineman.ch/en/movie/2021/MonteVerita/,20:30,2021-09-19,Arthouse Le Paris,Zürich,3.7,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
95,Monte Verità,Drama,14Y.,G/e,https://www.cineman.ch/en/movie/2021/MonteVerita/,20:40,2021-09-19,Houdini,Zürich,3.7,Houdini Zürich,47.3746074,8.5203069
96,La Nuit des rois,Drama,16Y.,O/gf,https://www.cineman.ch/en/movie/2021/LaNuitDesRois/,20:30,2021-09-19,Riffraff,Zürich,2.5,Riffraff Zürich,47.3827835,8.5290454
97,Nomadland,Drama,12/6Y.,E/gf,https://www.cineman.ch/en/movie/2020/Nomadland/,20:30,2021-09-19,Riffraff,Zürich,3.9,Riffraff Zürich,47.3827835,8.5290454
98,Nomadland,Drama,12/6Y.,E/gf,https://www.cineman.ch/en/movie/2020/Nomadland/,20:50,2021-09-19,Kosmos,Zürich,3.9,Kosmos Zürich,47.3799807,8.5290807
99,Felkészülés meghatározatlan ideig tartó együttlétre,Drama,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/FelkeszuelesMeghatarozatlanIdeigTartoEgyuettletre/,20:30,2021-09-19,Arthouse Movie,Zürich,4.0,Arthouse Movie Zürich,47.3707036,8.5437007
100,Prisoner 760,Drama,16Y.,G,https://www.cineman.ch/en/movie/2021/Prisoner760/,20:35,2021-09-19,Arena Cinemas,Zürich,4.5,Arena Cinemas Zürich,47.3584599,8.5229214
101,Billie,"Documentary, Music",16/10Y.,E/g,https://www.cineman.ch/en/movie/2019/Billie/,20:40,2021-09-19,Houdini,Zürich,4.7,Houdini Zürich,47.3746074,8.5203069
102,The Conjuring 3,Horror,16Y.,G,https://www.cineman.ch/en/movie/2020/TheConjuring3/,20:40,2021-09-19,Arena Cinemas,Zürich,3.8,Arena Cinemas Zürich,47.3584599,8.5229214
103,Nuevo orden,Drama,16Y.,S/pgf,https://www.cineman.ch/en/movie/2020/NuevoOrden/,20:40,2021-09-19,Arthouse Piccadilly,Zürich,2.8,Arthouse Piccadilly Zürich,47.365993,8.5489046
104,Old,"Mystery, Thriller",14Y.,G,https://www.cineman.ch/en/movie/2021/Old/,20:40,2021-09-19,Arena Cinemas,Zürich,2.4,Arena Cinemas Zürich,47.3584599,8.5229214
105,Toma,"Drama, Music, History",16/14Y.,O/g,https://www.cineman.ch/en/movie/2021/Toma/,20:40,2021-09-19,Kosmos,Zürich,not available,Kosmos Zürich,47.3799807,8.5290807
106,Black Widow,"Action, Adventure, Sci-fi",12Y.,E/gf,https://www.cineman.ch/en/movie/2020/BlackWidow/,20:45,2021-09-19,blue Cinema Corso,Zürich,3.9,blue Cinema Corso Zürich,47.3663426,8.546733999999999
107,Cash Truck,"Action, Crime",16Y.,G,https://www.cineman.ch/en/movie/2020/WrathOfMan/,20:45,2021-09-19,Arena Cinemas,Zürich,3.7,Arena Cinemas Zürich,47.3584599,8.5229214
108,Don't Breathe 2,"Horror, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2021/DontBreathe2/,20:45,2021-09-19,blue Cinema Abaton,Zürich,2.4,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
109,Free Guy,"Action, Adventure, Comedy, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/FreeGuy/,20:45,2021-09-19,blue Cinema Abaton,Zürich,3.6,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
110,"Los jueves, milagro",,none,S/pg,https://www.cineman.ch/en/showtimes/cinema/filmpodium-zurich/421/,20:45,2021-09-19,Filmpodium,Zürich,,Filmpodium Zürich,47.3715739,8.536824700000002
111,Druk,Drama,14Y.,O/gf,https://www.cineman.ch/en/movie/2020/Druk/,20:50,2021-09-19,Kosmos,Zürich,4.2,Kosmos Zürich,47.3799807,8.5290807
112,Escape Room 2: no way out,"Horror, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/EscapeRoom2/,20:50,2021-09-19,Arena Cinemas,Zürich,3.6,Arena Cinemas Zürich,47.3584599,8.5229214
113,The Forever Purge,"Action, Horror, Sci-fi, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/TheForeverPurge/,20:55,2021-09-19,Arena Cinemas,Zürich,3.1,Arena Cinemas Zürich,47.3584599,8.5229214
114,Bekenntnisse des Hochstaplers Felix Krull,Drama,12Y.,G,https://www.cineman.ch/en/movie/2020/BekenntnisseDesHochstaplersFelixKrull/,21:00,2021-09-19,Kosmos,Zürich,3.7,Kosmos Zürich,47.3799807,8.5290807
115,Don't Breathe 2,"Horror, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2021/DontBreathe2/,21:00,2021-09-19,Arena Cinemas,Zürich,2.4,Arena Cinemas Zürich,47.3584599,8.5229214
116,Fantoche: Best-of Fantoche 2021,,16Y.,O,https://www.cineman.ch/en/showtimes/cinema/riffraff-zurich/351/,21:00,2021-09-19,Riffraff,Zürich,,Riffraff Zürich,47.3827835,8.5290454
117,French Exit,Drama,14Y.,E/gf,https://www.cineman.ch/en/movie/2020/FrenchExit/,21:00,2021-09-19,Kosmos,Zürich,3.0,Kosmos Zürich,47.3799807,8.5290807
118,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/RidersofJustice/,21:00,2021-09-19,Riffraff,Zürich,3.3,Riffraff Zürich,47.3827835,8.5290454
