,movie,genre,cinema,place,movie_link,showtime,age_limit,language,rating
109,Jungle Cruise,"Action, Adventure",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2019/JungleCruise/,17:00,14/12Y.,G,3.0
110,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",blue Cinema Metropol,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:00,12Y.,E/gf,4.0
111,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:15,12Y.,G,4.0
112,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:30,12Y.,G,4.0
113,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:30,12Y.,E/gf,4.0
114,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",blue Cinema Corso,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:15,12Y.,E/gf,4.0
115,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:25,12Y.,E/gf,4.0
116,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:50,12Y.,G,4.0
117,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",blue Cinema Capitol,Zürich,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,17:30,12Y.,E/gf,4.0
118,Fast & Furious 9,"Action, Adventure, Crime, Thriller",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2019/FastandFurious9/,17:10,16/12Y.,G,3.6
119,Fast & Furious 9,"Action, Adventure, Crime, Thriller",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2019/FastandFurious9/,17:15,16/12Y.,G,3.6
120,Free Guy,"Action, Adventure, Comedy, Sci-fi",blue Cinema Corso,Zürich,https://www.cineman.ch/en/movie/2020/FreeGuy/,17:15,14/12Y.,E/gf,3.6
121,Free Guy,"Action, Adventure, Comedy, Sci-fi",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/FreeGuy/,17:30,14/12Y.,E/gf,3.6
122,Free Guy,"Action, Adventure, Comedy, Sci-fi",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/FreeGuy/,17:50,14/12Y.,G,3.6
123,Free Guy,"Action, Adventure, Comedy, Sci-fi",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/FreeGuy/,17:45,14/12Y.,E/gf,3.6
124,Riders of Justice - Helden der Wahrscheinlichkeit,,blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/RidersofJustice/,17:15,16Y.,G,3.3
125,After We Fell,Romance,blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2021/AfterWeFell/,17:30,14Y.,G,3.2
126,Cash Truck,"Action, Crime",blue Cinema Corso,Zürich,https://www.cineman.ch/en/movie/2020/WrathOfMan/,17:30,16Y.,E/gf,3.7
127,Escape Room 2: no way out,"Horror, Thriller",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/EscapeRoom2/,17:30,16Y.,G,3.6
128,Escape Room 2: no way out,"Horror, Thriller",blue Cinema Capitol,Zürich,https://www.cineman.ch/en/movie/2020/EscapeRoom2/,17:30,16Y.,E/gf,3.6
129,Kaiserschmarrndrama,Crime,blue Cinema Capitol,Zürich,https://www.cineman.ch/en/movie/2020/Kaiserschmarrndrama/,17:30,12Y.,G,3.0
130,Prisoner 760,Drama,Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2021/Prisoner760/,17:40,16Y.,G,4.5
131,In the Mood for Love,,Arthouse Uto,Zürich,https://www.cineman.ch/en/movie/2000/InTheMoodForLove/,17:45,16Y.,O/g,4.2
132,The Organ Donor,Horror,blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/SawIX/,17:45,18Y.,G,2.5
133,The Forever Purge,"Action, Horror, Sci-fi, Thriller",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/TheForeverPurge/,17:45,16Y.,G,3.1
134,French Exit,Drama,Arthouse Piccadilly,Zürich,https://www.cineman.ch/en/movie/2020/FrenchExit/,17:50,14Y.,E/gf,3.0
135,Monte Verità,Drama,Arthouse Le Paris,Zürich,https://www.cineman.ch/en/movie/2021/MonteVerita/,17:50,14Y.,G,3.7
136,The Father,Drama,Houdini,Zürich,https://www.cineman.ch/en/movie/2020/TheFather/,17:50,14/12Y.,E/gf,4.4
137,Toma,"Drama, Music, History",Kosmos,Zürich,https://www.cineman.ch/en/movie/2021/Toma/,17:50,Reservation,O/g,not available
138,Bekenntnisse des Hochstaplers Felix Krull,Drama,Stüssihof,Zürich,https://www.cineman.ch/en/movie/2020/BekenntnisseDesHochstaplersFelixKrull/,18:00,12Y.,G,3.7
139,Don't Breathe 2,"Horror, Thriller",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2021/DontBreathe2/,18:00,16Y.,G,2.4
140,Fluchtgefahr,,Filmpodium,Zürich,https://www.cineman.ch/en/showtimes/cinema/filmpodium-zurich/421/,18:00,O/g,O/g,
141,Old,"Mystery, Thriller",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2021/Old/,18:00,14Y.,G,2.4
142,Felkészülés meghatározatlan ideig tartó együttlétre,Drama,Arthouse Movie,Zürich,https://www.cineman.ch/en/movie/2020/FelkeszuelesMeghatarozatlanIdeigTartoEgyuettletre/,18:00,16Y.,O/gf,4.0
143,Programm 2,,Xenix,Zürich,https://www.cineman.ch/en/showtimes/cinema/xenix-zurich/343/,18:00,O,O,
144,Riders of Justice - Helden der Wahrscheinlichkeit,,Arthouse Alba,Zürich,https://www.cineman.ch/en/movie/2020/RidersofJustice/,18:00,16Y.,O/gf,3.3
145,Riders of Justice - Helden der Wahrscheinlichkeit,,Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/RidersofJustice/,18:10,16Y.,G,3.3
146,Riders of Justice - Helden der Wahrscheinlichkeit,,Riffraff,Zürich,https://www.cineman.ch/en/movie/2020/RidersofJustice/,18:30,16Y.,O/gf,3.3
147,Cash Truck,"Action, Crime",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/WrathOfMan/,18:10,16Y.,G,3.7
148,Heitere Fahne,Documentary,Riffraff,Zürich,https://www.cineman.ch/en/movie/2021/HeitereFahne/,18:10,CH/e,CH/e,not available
149,Monte Verità,Drama,Houdini,Zürich,https://www.cineman.ch/en/movie/2021/MonteVerita/,18:10,14Y.,G/e,3.7
150,Nuevo orden,Drama,Riffraff,Zürich,https://www.cineman.ch/en/movie/2020/NuevoOrden/,18:10,16Y.,S/pgf,2.8
151,After We Fell,Romance,Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2021/AfterWeFell/,18:20,14Y.,G,3.2
152,Billie,"Documentary, Music",Arthouse Piccadilly,Zürich,https://www.cineman.ch/en/movie/2019/Billie/,18:20,16/10Y.,E/gf,4.7
153,Druk,Drama,Kosmos,Zürich,https://www.cineman.ch/en/movie/2020/Druk/,18:20,Reservation,O/gf,4.2
154,La Fine Fleur,"Comedy, Drama",Kosmos,Zürich,https://www.cineman.ch/en/movie/2020/LaFineFleur/,18:20,Reservation,F/g,4.5
155,Tides,"Sci-fi, Thriller",Kosmos,Zürich,https://www.cineman.ch/en/movie/2021/tides/,18:20,Reservation,E/g,3.8
156,Die Pazifistin - Gertrud Woker: Eine vergessene Heldin,Documentary,Arthouse Movie,Zürich,https://www.cineman.ch/en/movie/2021/DiePazifistinGertrudWoker/,18:30,12Y.,G,5.0
157,Gaza mon amour,"Comedy, Drama, Romance",Houdini,Zürich,https://www.cineman.ch/en/movie/2020/Apollo/,18:30,16/12Y.,O/gf,not available
158,Nomadland,Drama,Kosmos,Zürich,https://www.cineman.ch/en/movie/2020/Nomadland/,18:30,12/6Y.,E/gf,3.9
159,Nomadland,Drama,Riffraff,Zürich,https://www.cineman.ch/en/movie/2020/Nomadland/,18:40,12/6Y.,E/gf,3.9
160,Candyman,Horror,Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/Candyman/,18:40,16Y.,G,4.0
161,"Quo Vadis, Aida?","Drama, War",Houdini,Zürich,https://www.cineman.ch/en/movie/2020/QuoVadisAida/,18:40,14/12Y.,O/gf,4.2
162,Auf die eigene Art,Documentary,Stüssihof,Zürich,https://www.cineman.ch/en/movie/2021/AufDieEigeneArt/,19:00,10Y.,O/g,not available
163,Dune,"Action, Adventure, Drama, Sci-fi",blue Cinema Metropol,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,19:30,14/12Y.,E/gf,4.3
164,2046,"Drama, Fantasy, Romance, Sci-fi",Arthouse Uto,Zürich,https://www.cineman.ch/en/movie/2004/2046/,20:00,16Y.,O/g,3.8
165,Bekenntnisse des Hochstaplers Felix Krull,Drama,blue Cinema Capitol,Zürich,https://www.cineman.ch/en/movie/2020/BekenntnisseDesHochstaplersFelixKrull/,20:00,12Y.,G,3.7
166,Dune,"Action, Adventure, Drama, Sci-fi",blue Cinema Capitol,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:00,14/12Y.,E/gf,4.3
167,Dune,"Action, Adventure, Drama, Sci-fi",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:00,14/12Y.,E/gf,4.3
168,Dune,"Action, Adventure, Drama, Sci-fi",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:10,14/12Y.,G,4.3
169,Dune,"Action, Adventure, Drama, Sci-fi",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:15,14/12Y.,G,4.3
170,Dune,"Action, Adventure, Drama, Sci-fi",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:15,14/12Y.,G,4.3
171,Dune,"Action, Adventure, Drama, Sci-fi",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:30,14/12Y.,G,4.3
172,Dune,"Action, Adventure, Drama, Sci-fi",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:30,14/12Y.,E/gf,4.3
173,Dune,"Action, Adventure, Drama, Sci-fi",blue Cinema Corso,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:15,14/12Y.,E/gf,4.3
174,Dune,"Action, Adventure, Drama, Sci-fi",Kosmos,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:20,14/12Y.,E/gf,4.3
175,Dune,"Action, Adventure, Drama, Sci-fi",Houdini,Zürich,https://www.cineman.ch/en/movie/2020/Dune/,20:30,14/12Y.,E/gf,4.3
176,Fabian oder der Gang vor die Hunde,,Houdini,Zürich,https://www.cineman.ch/en/movie/2021/FabianoderderGangvordieHunde/,20:00,14/12Y.,G,5.0
177,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",blue Cinema Capitol,Zürich,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:00,16Y.,E/gf,3.5
178,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",blue Cinema Abaton,Zürich,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:15,16Y.,G,3.5
179,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",Arena Cinemas,Zürich,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:30,16Y.,G,3.5
180,Programm 3,,Xenix,Zürich,https://www.cineman.ch/en/showtimes/cinema/xenix-zurich/343/,20:00,O,O,
181,Les 2 Alfred,Comedy,Arthouse Movie,Zürich,https://www.cineman.ch/en/movie/2020/LesDeuxAlfred/,20:10,12/8Y.,F/g,3.0
