,movie,genre,age_limit,language,showtime,date,cinema,place,dt_showtime,cinema_place,latitude,longitude
146,Atlas,Drama,14/12Y.,I/g,19:30,2021-11-09,Rosental,Heiden,2021-11-09 19:30:00,Rosental Heiden,47.4426263,9.533398199999999
147,No Time to Die,"Action, Adventure, Thriller",14Y.,G,19:45,2021-11-09,Kinocenter,Chur,2021-11-09 19:45:00,Kinocenter Chur,46.8520733,9.533791599999999
148,Ghost Fleet,Documentary,16Y.,O/g,19:50,2021-11-09,Kosmos,Zürich,2021-11-09 19:50:00,Kosmos Zürich,47.3799807,8.5290807
149,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:00,2021-11-09,blue Cinema Capitol,Zürich,2021-11-09 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
150,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,20:20,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
151,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
152,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-09,blue Cinema Corso,Zürich,2021-11-09 20:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
153,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-09,Kosmos,Zürich,2021-11-09 20:30:00,Kosmos Zürich,47.3799807,8.5290807
154,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
155,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:40,2021-11-09,Houdini,Zürich,2021-11-09 20:40:00,Houdini Zürich,47.3746074,8.5203069
156,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,G,20:00,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
157,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,G,20:15,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
158,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,E/gf,20:30,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
159,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,E/gf,20:30,2021-11-09,blue Cinema Corso,Zürich,2021-11-09 20:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
160,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,E/gf,20:30,2021-11-09,blue Cinema Metropol,Zürich,2021-11-09 20:30:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
161,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,E/gf,20:30,2021-11-09,Kosmos,Zürich,2021-11-09 20:30:00,Kosmos Zürich,47.3799807,8.5290807
162,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,G,20:30,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
163,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,E/gf,20:35,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:35:00,Arena Cinemas Zürich,47.3584227,8.5226872
164,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,G,20:40,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:40:00,Arena Cinemas Zürich,47.3584227,8.5226872
165,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,G,20:15,2021-11-09,Kinocenter,Chur,2021-11-09 20:15:00,Kinocenter Chur,46.8520733,9.533791599999999
166,Halloween Kills,"Action, Horror, Thriller",18/16Y.,E/g,20:00,2021-11-09,Stüssihof,Zürich,2021-11-09 20:00:00,Stüssihof Zürich,47.3723239,8.5437701
167,Halloween Kills,"Action, Horror, Thriller",18/16Y.,G,20:55,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
168,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:00,2021-11-09,blue Cinema Capitol,Zürich,2021-11-09 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
169,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-11-09,blue Cinema Capitol,Zürich,2021-11-09 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
170,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:00,2021-11-09,blue Cinema Metropol,Zürich,2021-11-09 20:00:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
171,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:00,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
172,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:10,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
173,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
174,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:45,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:45:00,Arena Cinemas Zürich,47.3584227,8.5226872
175,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:50,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:50:00,Arena Cinemas Zürich,47.3584227,8.5226872
176,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
177,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
178,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-11-09,blue Cinema Corso,Zürich,2021-11-09 20:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
179,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:20,2021-11-09,Kosmos,Zürich,2021-11-09 20:20:00,Kosmos Zürich,47.3799807,8.5290807
180,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-11-09,Houdini,Zürich,2021-11-09 20:30:00,Houdini Zürich,47.3746074,8.5203069
181,Red Notice,"Action, Comedy, Crime, Thriller",12Y.,E/g,20:00,2021-11-09,blue Cinema Corso,Zürich,2021-11-09 20:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
182,Red Notice,"Action, Comedy, Crime, Thriller",12Y.,G,20:45,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
183,Red Notice,"Action, Comedy, Crime, Thriller",12Y.,E/g,20:45,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
184,Red Notice,"Action, Comedy, Crime, Thriller",12Y.,G,20:15,2021-11-09,Apollo,Chur,2021-11-09 20:15:00,Apollo Chur,46.8550628,9.524390200000001
185,Scarface,"Action, Crime, Drama",18/0Y.,E/g,20:00,2021-11-09,Xenix,Zürich,2021-11-09 20:00:00,Xenix Zürich,47.37528529999999,8.5261529
186,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,20:00,2021-11-09,blue Cinema Capitol,Zürich,2021-11-09 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
187,Und morgen seid ihr tot,Drama,14/12Y.,O/gf,20:40,2021-11-09,Arthouse Alba,Zürich,2021-11-09 20:40:00,Arthouse Alba Zürich,47.3761085,8.544658199999999
188,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,20:50,2021-11-09,Kosmos,Zürich,2021-11-09 20:50:00,Kosmos Zürich,47.3799807,8.5290807
189,Nachbarn,Drama,12Y.,O/gf,20:10,2021-11-09,Arthouse Movie,Zürich,2021-11-09 20:10:00,Arthouse Movie Zürich,47.3707036,8.5437007
190,Hive,Drama,12Y.,O/ge,20:20,2021-11-09,Riffraff,Zürich,2021-11-09 20:20:00,Riffraff Zürich,47.3827835,8.5290454
191,Contra,Comedy,12Y.,G,20:30,2021-11-09,Kinocenter,Chur,2021-11-09 20:30:00,Kinocenter Chur,46.8520733,9.533791599999999
192,Contra,Comedy,12Y.,G,20:45,2021-11-09,Arthouse Piccadilly,Zürich,2021-11-09 20:45:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
193,Contra,Comedy,12Y.,G,20:50,2021-11-09,Houdini,Zürich,2021-11-09 20:50:00,Houdini Zürich,47.3746074,8.5203069
194,Contra,Comedy,12Y.,G,20:55,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
195,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,20:30,2021-11-09,blue Cinema Capitol,Zürich,2021-11-09 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
196,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,20:40,2021-11-09,Arthouse Le Paris,Zürich,2021-11-09 20:40:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
197,The Last Duel,"Drama, History",16Y.,E/gf,20:30,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
198,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,20:30,2021-11-09,blue Cinema Capitol,Zürich,2021-11-09 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
199,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,20:55,2021-11-09,Arena Cinemas,Zürich,2021-11-09 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
200,Juzni vetar 2: Ubrzanje,"Crime, Drama, Thriller",18/16Y.,O/g,20:40,2021-11-09,Riffraff,Zürich,2021-11-09 20:40:00,Riffraff Zürich,47.3827835,8.5290454
201,La noire de ...,,unknown,F/g,20:45,2021-11-09,Filmpodium,Zürich,2021-11-09 20:45:00,Filmpodium Zürich,47.3715739,8.536824700000002
202,Contra,Comedy,12Y.,G,21:00,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 21:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
203,Escape Room 2: no way out,"Horror, Thriller",16Y.,G,21:00,2021-11-09,Arena Cinemas,Zürich,2021-11-09 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
204,Halloween Kills,"Action, Horror, Thriller",18/16Y.,G,21:00,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 21:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
205,Lamb,"Drama, Horror, Mystery",16Y.,O/ge,21:00,2021-11-09,Riffraff,Zürich,2021-11-09 21:00:00,Riffraff Zürich,47.3827835,8.5290454
206,Petite maman,"Drama, Fantasy",10/6Y.,F/g,21:00,2021-11-09,Arthouse Movie,Zürich,2021-11-09 21:00:00,Arthouse Movie Zürich,47.3707036,8.5437007
207,Petite maman,"Drama, Fantasy",10/6Y.,F/g,21:00,2021-11-09,Houdini,Zürich,2021-11-09 21:00:00,Houdini Zürich,47.3746074,8.5203069
208,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,G,21:00,2021-11-09,Arena Cinemas,Zürich,2021-11-09 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
209,The Organ Donor,Horror,18Y.,G,21:00,2021-11-09,Arena Cinemas,Zürich,2021-11-09 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
210,The Father,Drama,14/12Y.,E/gf,21:00,2021-11-09,Houdini,Zürich,2021-11-09 21:00:00,Houdini Zürich,47.3746074,8.5203069
211,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,21:00,2021-11-09,Kosmos,Zürich,2021-11-09 21:00:00,Kosmos Zürich,47.3799807,8.5290807
212,The Ice Road,"Action, Adventure, Drama, Thriller",16Y.,G,21:00,2021-11-09,Arena Cinemas,Zürich,2021-11-09 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
213,The Man Who Sold His Skin,Drama,16Y.,O/gf,21:00,2021-11-09,Arthouse Uto,Zürich,2021-11-09 21:00:00,Arthouse Uto Zürich,47.3741858,8.5213039
214,Titane,"Mystery, Thriller",16Y.,F/g,21:00,2021-11-09,Riffraff,Zürich,2021-11-09 21:00:00,Riffraff Zürich,47.3827835,8.5290454
215,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,21:00,2021-11-09,blue Cinema Abaton,Zürich,2021-11-09 21:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
216,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,21:00,2021-11-09,Arena Cinemas,Zürich,2021-11-09 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
