,movie,genre,age_limit,language,showtime,date,cinema,place,dt_showtime,cinema_place,latitude,longitude
18,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:00,2021-11-28,Apollo,Chur,2021-11-28 16:00:00,Apollo Chur,46.8550628,9.524390200000001
19,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:15,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 16:15:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
20,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 16:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
21,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:45,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 16:45:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
22,Porny Shorts 1,,18Y.,O,16:00,2021-11-28,Riffraff,Zürich,2021-11-28 16:00:00,Riffraff Zürich,47.3827835,8.5290454
23,Schöne Bescherung,,6Y.,G,16:00,2021-11-28,Stüssihof,Zürich,2021-11-28 16:00:00,Stüssihof Zürich,47.3723239,8.5437701
24,Luzzu,Drama,16Y.,O/gf,16:10,2021-11-28,Houdini,Zürich,2021-11-28 16:10:00,Houdini Zürich,47.3746073,8.5203069
25,The Truffle Hunters,Documentary,10/6Y.,O/gf,16:10,2021-11-28,Kosmos,Zürich,2021-11-28 16:10:00,Kosmos Zürich,47.3799807,8.5290807
26,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,16:15,2021-11-28,Arena Cinemas,Zürich,2021-11-28 16:15:00,Arena Cinemas Zürich,47.3584227,8.5226872
27,Harald Naegeli - Der Sprayer von Zürich,Documentary,12Y.,O/g,16:20,2021-11-28,Riffraff,Zürich,2021-11-28 16:20:00,Riffraff Zürich,47.3827835,8.5290454
28,"Chien pourri, la vie à Paris",Animation,6/0Y.,G,16:20,2021-11-28,Houdini,Zürich,2021-11-28 16:20:00,Houdini Zürich,47.3746073,8.5203069
29,The Father,Drama,14/12Y.,E/gf,16:20,2021-11-28,Houdini,Zürich,2021-11-28 16:20:00,Houdini Zürich,47.3746073,8.5203069
30,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:30,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 16:30:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
31,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:30,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 16:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
32,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 16:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
33,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:50,2021-11-28,Kosmos,Zürich,2021-11-28 16:50:00,Kosmos Zürich,47.3799807,8.5290807
34,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",4Y.,E/gf,16:30,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 16:30:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
35,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,16:30,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 16:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
36,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,16:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 16:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
37,Lagaan - Once Upon A Time In India,"Documentary, Drama, Musical, Romance",unknown,O/gf,16:30,2021-11-28,Xenix,Zürich,2021-11-28 16:30:00,Xenix Zürich,47.37528529999999,8.5261529
38,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,16:30,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 16:30:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
39,Petite maman,"Drama, Fantasy",10/6Y.,F/g,16:45,2021-11-28,Arthouse Piccadilly,Zürich,2021-11-28 16:45:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
40,The Power of the Dog,"Drama, Romance, Western",16Y.,E/g,16:45,2021-11-28,Kinocenter,Chur,2021-11-28 16:45:00,Kinocenter Chur,46.8520733,9.533791599999999
41,Burning Memories,Documentary,14Y.,G,17:00,2021-11-28,Riffraff,Zürich,2021-11-28 17:00:00,Riffraff Zürich,47.3827835,8.5290454
42,Der Fall Pinguin,,unknown,O/g,17:00,2021-11-28,InsKino,Ins,2021-11-28 17:00:00,InsKino Ins,47.0076218,7.1038751
43,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",3Y.,E/gf,17:00,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
44,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",3Y.,G,17:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
45,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",3Y.,E/gf,17:50,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:50:00,Arena Cinemas Zürich,47.3584227,8.5226872
46,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,17:00,2021-11-28,blue Cinema Metropol,Zürich,2021-11-28 17:00:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
47,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,17:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
48,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,17:10,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
49,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:00,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
50,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-11-28,Kosmos,Zürich,2021-11-28 17:00:00,Kosmos Zürich,47.3799807,8.5290807
51,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
52,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:25,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:25:00,Arena Cinemas Zürich,47.3584227,8.5226872
53,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:15,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 17:15:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
54,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:30,2021-11-28,Bambi,Bülach,2021-11-28 17:30:00,Bambi Bülach,47.5173627,8.535436299999999
55,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,17:00,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 17:00:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
56,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,17:15,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
57,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,17:15,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 17:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
58,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,17:50,2021-11-28,Arthouse Le Paris,Zürich,2021-11-28 17:50:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
59,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:10,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
60,Ghostbusters: Afterlife,"Action, Comedy, Fantasy",12/10Y.,E/gf,17:25,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:25:00,Arena Cinemas Zürich,47.3584227,8.5226872
61,Ghostbusters: Afterlife,"Action, Comedy, Fantasy",12/10Y.,G,17:30,2021-11-28,Arena Cinemas,Zürich,2021-11-28 17:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
62,Ghostbusters: Afterlife,"Action, Comedy, Fantasy",12/10Y.,E/gf,17:30,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
63,Die Rettung der uns bekannten Welt,"Comedy, Drama",12Y.,G,17:30,2021-11-28,Stüssihof,Zürich,2021-11-28 17:30:00,Stüssihof Zürich,47.3723239,8.5437701
64,Grosse Freiheit,Drama,16Y.,G/e,17:30,2021-11-28,Arthouse Movie,Zürich,2021-11-28 17:30:00,Arthouse Movie Zürich,47.3707036,8.5437007
65,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,E/g,17:30,2021-11-28,blue Cinema Metropol,Zürich,2021-11-28 17:30:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
66,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,G,17:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
67,Und morgen seid ihr tot,Drama,12Y.,CH/g,17:30,2021-11-28,Kinocenter,Chur,2021-11-28 17:30:00,Kinocenter Chur,46.8520733,9.533791599999999
68,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,17:30,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
69,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,17:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 17:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
70,Youth Unstoppable,,16Y.,O/g,17:30,2021-11-28,Kosmos,Zürich,2021-11-28 17:30:00,Kosmos Zürich,47.3799807,8.5290807
71,The Power of the Dog,"Drama, Romance, Western",16Y.,E/g,17:50,2021-11-28,Kosmos,Zürich,2021-11-28 17:50:00,Kosmos Zürich,47.3799807,8.5290807
72,Contra,Comedy,12Y.,G,18:00,2021-11-28,Houdini,Zürich,2021-11-28 18:00:00,Houdini Zürich,47.3746073,8.5203069
73,JFK Revisited: Through The Looking Glass,Documentary,16Y.,E/g,18:00,2021-11-28,Arthouse Uto,Zürich,2021-11-28 18:00:00,Arthouse Uto Zürich,47.3741858,8.5213039
74,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,18:00,2021-11-28,Kinocenter,Chur,2021-11-28 18:00:00,Kinocenter Chur,46.8520733,9.533791599999999
75,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/e,18:00,2021-11-28,Riffraff,Zürich,2021-11-28 18:00:00,Riffraff Zürich,47.3827835,8.5290454
76,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,18:20,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
77,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,18:00,2021-11-28,Arthouse Piccadilly,Zürich,2021-11-28 18:00:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
78,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,18:20,2021-11-28,Kosmos,Zürich,2021-11-28 18:20:00,Kosmos Zürich,47.3799807,8.5290807
79,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,18:15,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:15:00,Arena Cinemas Zürich,47.3584227,8.5226872
80,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",3Y.,E/gf,18:15,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 18:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
81,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",3Y.,G,18:25,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:25:00,Arena Cinemas Zürich,47.3584227,8.5226872
82,Gremlins,,16Y.,G,18:15,2021-11-28,Stüssihof,Zürich,2021-11-28 18:15:00,Stüssihof Zürich,47.3723239,8.5437701
83,Luzzu,Drama,16Y.,O/gf,18:20,2021-11-28,Houdini,Zürich,2021-11-28 18:20:00,Houdini Zürich,47.3746073,8.5203069
84,Luzzu,Drama,16Y.,O/gf,18:25,2021-11-28,Arthouse Movie,Zürich,2021-11-28 18:25:00,Arthouse Movie Zürich,47.3707036,8.5437007
85,Pleasure,Drama,18Y.,E/gf,18:20,2021-11-28,Riffraff,Zürich,2021-11-28 18:20:00,Riffraff Zürich,47.3827835,8.5290454
86,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,G,18:20,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
87,The Truffle Hunters,Documentary,10/6Y.,I/gf,18:20,2021-11-28,Arthouse Alba,Zürich,2021-11-28 18:20:00,Arthouse Alba Zürich,47.3761275,8.5446618
88,The Truffle Hunters,Documentary,10/6Y.,O/gf,18:40,2021-11-28,Kosmos,Zürich,2021-11-28 18:40:00,Kosmos Zürich,47.3799807,8.5290807
89,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,18:25,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:25:00,Arena Cinemas Zürich,47.3584227,8.5226872
90,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,18:40,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:40:00,Arena Cinemas Zürich,47.3584227,8.5226872
91,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,18:45,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:45:00,Arena Cinemas Zürich,47.3584227,8.5226872
92,After We Fell,Romance,14Y.,G,18:30,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
93,Eiffel,"Drama, History",12/10Y.,F/g,18:30,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
94,Last Night in Soho,"Drama, Horror, Mystery, Thriller",16Y.,E/gf,18:30,2021-11-28,Riffraff,Zürich,2021-11-28 18:30:00,Riffraff Zürich,47.3827835,8.5290454
95,The Whaler Boy,"Adventure, Drama",16Y.,O/gf,18:30,2021-11-28,Houdini,Zürich,2021-11-28 18:30:00,Houdini Zürich,47.3746073,8.5203069
96,Hannes,Drama,16/12Y.,G,18:35,2021-11-28,Arena Cinemas,Zürich,2021-11-28 18:35:00,Arena Cinemas Zürich,47.3584227,8.5226872
97,Azor,,16Y.,O/ge,18:40,2021-11-28,Houdini,Zürich,2021-11-28 18:40:00,Houdini Zürich,47.3746073,8.5203069
98,Supernova,Drama,14Y.,E/gf,18:40,2021-11-28,Arthouse Piccadilly,Zürich,2021-11-28 18:40:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
99,Apenas el sol,Documentary,12/0Y.,O/gf,18:50,2021-11-28,Houdini,Zürich,2021-11-28 18:50:00,Houdini Zürich,47.3746073,8.5203069
100,Servants,Drama,16Y.,O/gf,18:50,2021-11-28,Riffraff,Zürich,2021-11-28 18:50:00,Riffraff Zürich,47.3827835,8.5290454
101,Contra,Comedy,12Y.,G,19:30,2021-11-28,Kinocenter,Chur,2021-11-28 19:30:00,Kinocenter Chur,46.8520733,9.533791599999999
102,No Time to Die,"Action, Adventure, Thriller",14Y.,G,19:30,2021-11-28,Apollo,Chur,2021-11-28 19:30:00,Apollo Chur,46.8550628,9.524390200000001
103,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,19:30,2021-11-28,Rosental,Heiden,2021-11-28 19:30:00,Rosental Heiden,47.4426263,9.533398199999999
104,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,19:45,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 19:45:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
105,Ghostbusters: Afterlife,"Action, Comedy, Fantasy",12/10Y.,G,19:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 19:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
106,Contra,Comedy,12Y.,G,20:00,2021-11-28,InsKino,Ins,2021-11-28 20:00:00,InsKino Ins,47.0076218,7.1038751
107,Contra,Comedy,12Y.,G,20:50,2021-11-28,Houdini,Zürich,2021-11-28 20:50:00,Houdini Zürich,47.3746073,8.5203069
108,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,20:00,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
109,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,20:15,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
110,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,20:30,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
111,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,20:35,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:35:00,Arena Cinemas Zürich,47.3584227,8.5226872
112,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,E/g,20:00,2021-11-28,Kinocenter,Chur,2021-11-28 20:00:00,Kinocenter Chur,46.8520733,9.533791599999999
113,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,E/g,20:30,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
114,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,G,20:30,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
115,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,G,20:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
116,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,E/g,20:45,2021-11-28,blue Cinema Metropol,Zürich,2021-11-28 20:45:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
117,The Last Duel,"Drama, History",16Y.,E/gf,20:00,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
118,True Mothers,Drama,16Y.,O/gf,20:10,2021-11-28,Arthouse Movie,Zürich,2021-11-28 20:10:00,Arthouse Movie Zürich,47.3707036,8.5437007
119,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:15,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 20:15:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
120,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:15,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 20:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
121,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:15,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
122,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-28,Kosmos,Zürich,2021-11-28 20:30:00,Kosmos Zürich,47.3799807,8.5290807
123,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
124,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:40,2021-11-28,Houdini,Zürich,2021-11-28 20:40:00,Houdini Zürich,47.3746073,8.5203069
125,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",unknown,E/gf,20:15,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 20:15:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
126,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",unknown,G,20:40,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:40:00,Arena Cinemas Zürich,47.3584227,8.5226872
127,Encanto,"Adventure, Animation, Children, Comedy, Fantasy, Music",unknown,G,20:50,2021-11-28,Kosmos,Zürich,2021-11-28 20:50:00,Kosmos Zürich,47.3799807,8.5290807
128,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 20:15:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
129,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-11-28,blue Cinema Metropol,Zürich,2021-11-28 20:15:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
130,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:20,2021-11-28,Houdini,Zürich,2021-11-28 20:20:00,Houdini Zürich,47.3746073,8.5203069
131,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:20,2021-11-28,Kosmos,Zürich,2021-11-28 20:20:00,Kosmos Zürich,47.3799807,8.5290807
132,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:20,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
133,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:25,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:25:00,Arena Cinemas Zürich,47.3584227,8.5226872
134,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
135,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
136,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
137,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 20:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
138,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,20:15,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
139,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,20:15,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 20:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
140,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/e,20:30,2021-11-28,Riffraff,Zürich,2021-11-28 20:30:00,Riffraff Zürich,47.3827835,8.5290454
141,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,20:40,2021-11-28,Arthouse Le Paris,Zürich,2021-11-28 20:40:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
142,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,CH/g,20:50,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:50:00,Arena Cinemas Zürich,47.3584227,8.5226872
