,movie,genre,age_limit,language,showtime,date,cinema,place,cinema_place,latitude,longitude
56,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,14:15,2021-10-23,blue Cinema Capitol,Zürich,blue Cinema Capitol Zürich,47.3778376,8.5441343
57,Die Schule der magischen Tiere,"Adventure, Children",4Y.,G,14:20,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
58,Die Schule der magischen Tiere,"Adventure, Children",4Y.,G,14:30,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
59,Space Jam: A New Legacy,"Animation, Comedy",10/8Y.,G,14:30,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
60,Tom & Jerry,"Adventure, Animation, Children, Comedy",8/6Y.,G,14:30,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
61,Yakari - Grosse Stürme mit kleiner Donner,Animation,6/0Y.,G,14:30,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
62,Zibilla et petits contes sur la difference,Animation,unknown,G,14:40,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
63,Fly,Drama,12/10Y.,G,14:45,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
64,Paw Patrol: The Movie,"Animation, Children",6Y.,G,14:45,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
65,"Hilfe, ich habe meine Freunde geschrumpft",Children,6/4Y.,G,14:50,2021-10-23,Kosmos,Zürich,Kosmos Zürich,47.3799807,8.5290807
66,Feuerpferde,,unknown,O/gf,15:00,2021-10-23,Filmpodium,Zürich,Filmpodium Zürich,47.3715739,8.536824700000002
67,Nachbarn,Drama,12Y.,O/gf,15:00,2021-10-23,Arthouse Movie,Zürich,Arthouse Movie Zürich,47.3707036,8.5437007
68,Cry Macho,"Drama, Western",12Y.,E/gf,15:30,2021-10-23,Kosmos,Zürich,Kosmos Zürich,47.3799807,8.5290807
69,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:30,2021-10-23,Kosmos,Zürich,Kosmos Zürich,47.3799807,8.5290807
70,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:30,2021-10-23,Stüssihof,Zürich,Stüssihof Zürich,47.3723239,8.5437701
71,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:50,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
72,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,15:30,2021-10-23,Arthouse Le Paris,Zürich,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
73,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,15:40,2021-10-23,Kosmos,Zürich,Kosmos Zürich,47.3799807,8.5290807
74,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,15:55,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
75,Paw Patrol: The Movie,"Animation, Children",6Y.,G,15:40,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
76,"Chien pourri, la vie à Paris",Animation,6/0Y.,G,15:40,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
77,The Man Who Sold His Skin,Drama,16Y.,O/gf,15:40,2021-10-23,Arthouse Piccadilly,Zürich,Arthouse Piccadilly Zürich,47.365993,8.5489046
78,The Croods 2,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,15:45,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
79,"Hilfe, ich habe meine Freunde geschrumpft",Children,6Y.,G,15:45,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
80,Bigfoot Superstar,Animation,8Y.,G,15:55,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
81,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,15:55,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
82,Druk,Drama,14Y.,O/gf,16:00,2021-10-23,Riffraff,Zürich,Riffraff Zürich,47.3827835,8.5290454
83,"Es ist nur eine Phase, Hase",Comedy,10Y.,G,16:00,2021-10-23,Kosmos,Zürich,Kosmos Zürich,47.3799807,8.5290807
84,Miss Peregrine's Home for Peculiar Children,"Adventure, Children, Drama, Fantasy",12Y.,E/g,16:00,2021-10-23,Xenix,Zürich,Xenix Zürich,47.37528529999999,8.5261529
85,Monte Verità,Drama,14Y.,G,16:00,2021-10-23,Arthouse Uto,Zürich,Arthouse Uto Zürich,47.3741858,8.5213039
86,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:00,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
87,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:55,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
88,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:15,2021-10-23,blue Cinema Capitol,Zürich,blue Cinema Capitol Zürich,47.3778376,8.5441343
89,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:15,2021-10-23,blue Cinema Corso,Zürich,blue Cinema Corso Zürich,47.3663426,8.546733999999999
90,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:30,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
91,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:45,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
92,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:30,2021-10-23,Kosmos,Zürich,Kosmos Zürich,47.3799807,8.5290807
93,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,16:00,2021-10-23,Riffraff,Zürich,Riffraff Zürich,47.3827835,8.5290454
94,The Story of My Wife,"Drama, Romance",12Y.,E/g,16:00,2021-10-23,Arthouse Alba,Zürich,Arthouse Alba Zürich,47.3761085,8.544658199999999
95,The Story of My Wife,"Drama, Romance",12Y.,E/g,16:30,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
96,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,16:00,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
97,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,16:10,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
98,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,16:10,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
99,Supernova,Drama,14Y.,E/gf,16:10,2021-10-23,Arthouse Piccadilly,Zürich,Arthouse Piccadilly Zürich,47.365993,8.5489046
100,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:15,2021-10-23,blue Cinema Capitol,Zürich,blue Cinema Capitol Zürich,47.3778376,8.5441343
101,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:30,2021-10-23,blue Cinema Capitol,Zürich,blue Cinema Capitol Zürich,47.3778376,8.5441343
102,Ghosts,Drama,16Y.,O/g,16:20,2021-10-23,Riffraff,Zürich,Riffraff Zürich,47.3827835,8.5290454
103,Hive,Drama,12Y.,O/ge,16:20,2021-10-23,Riffraff,Zürich,Riffraff Zürich,47.3827835,8.5290454
104,The Father,Drama,14/12Y.,E/gf,16:20,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
105,Wild,Documentary,12Y.,O/g,16:40,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
106,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:00,2021-10-23,blue Cinema Corso,Zürich,blue Cinema Corso Zürich,47.3663426,8.546733999999999
107,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:00,2021-10-23,Kosmos,Zürich,Kosmos Zürich,47.3799807,8.5290807
108,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,17:00,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
109,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:10,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
110,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:00,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
111,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:15,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
112,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:20,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
113,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-23,blue Cinema Capitol,Zürich,blue Cinema Capitol Zürich,47.3778376,8.5441343
114,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-23,blue Cinema Metropol,Zürich,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
115,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-23,Houdini,Zürich,Houdini Zürich,47.3746074,8.5203069
116,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
117,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:20,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
118,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:30,2021-10-23,Arena Cinemas,Zürich,Arena Cinemas Zürich,47.3584599,8.5229214
119,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:15,2021-10-23,blue Cinema Corso,Zürich,blue Cinema Corso Zürich,47.3663426,8.546733999999999
120,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,17:00,2021-10-23,blue Cinema Capitol,Zürich,blue Cinema Capitol Zürich,47.3778376,8.5441343
121,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,17:00,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
122,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,17:45,2021-10-23,blue Cinema Abaton,Zürich,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
123,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,17:45,2021-10-23,blue Cinema Metropol,Zürich,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
