,movie,genre,age_limit,language,showtime,date,cinema,place,dt_showtime,cinema_place,latitude,longitude
146,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:40,2021-10-26,Houdini,Zürich,2021-10-26 20:40:00,Houdini Zürich,47.3746074,8.5203069
147,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:00,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
148,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:15,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
149,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
150,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
151,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
152,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:15,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:15:00,Arena Cinemas Zürich,47.3584599,8.5229214
153,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:20,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:20:00,Arena Cinemas Zürich,47.3584599,8.5229214
154,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
155,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:50,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:50:00,Arena Cinemas Zürich,47.3584599,8.5229214
156,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:55,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:55:00,Arena Cinemas Zürich,47.3584599,8.5229214
157,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:10,2021-10-26,Houdini,Zürich,2021-10-26 20:10:00,Houdini Zürich,47.3746074,8.5203069
158,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-10-26,Houdini,Zürich,2021-10-26 20:30:00,Houdini Zürich,47.3746074,8.5203069
159,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:10,2021-10-26,Kosmos,Zürich,2021-10-26 20:10:00,Kosmos Zürich,47.3799807,8.5290807
160,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 20:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
161,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-10-26,blue Cinema Metropol,Zürich,2021-10-26 20:15:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
162,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
163,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-10-26,Kinocenter,Chur,2021-10-26 20:30:00,Kinocenter Chur,46.8520733,9.533791599999999
164,The Ice Road,"Action, Adventure, Drama, Thriller",16Y.,G,20:00,2021-10-26,Stüssihof,Zürich,2021-10-26 20:00:00,Stüssihof Zürich,47.3723239,8.5437701
165,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,20:15,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
166,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,20:15,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
167,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,20:45,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
168,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,20:45,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
169,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,20:30,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 20:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
170,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,20:45,2021-10-26,blue Cinema Metropol,Zürich,2021-10-26 20:45:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
171,Nachbarn,Drama,12Y.,O/gf,20:20,2021-10-26,Arthouse Movie,Zürich,2021-10-26 20:20:00,Arthouse Movie Zürich,47.3707036,8.5437007
172,Supernova,Drama,14Y.,E/gf,20:25,2021-10-26,Arthouse Piccadilly,Zürich,2021-10-26 20:25:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
173,Supernova,Drama,14Y.,E/gf,20:50,2021-10-26,Kosmos,Zürich,2021-10-26 20:50:00,Kosmos Zürich,47.3799807,8.5290807
174,Cracks,,unknown,E/g,20:30,2021-10-26,Xenix,Zürich,2021-10-26 20:30:00,Xenix Zürich,47.37528529999999,8.5261529
175,Lost West,,14Y.,E/gf,20:30,2021-10-26,Kosmos,Zürich,2021-10-26 20:30:00,Kosmos Zürich,47.3799807,8.5290807
176,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,20:30,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
177,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,20:50,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:50:00,Arena Cinemas Zürich,47.3584599,8.5229214
178,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,20:30,2021-10-26,Arthouse Le Paris,Zürich,2021-10-26 20:30:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
179,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,20:30,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
180,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,20:55,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:55:00,Arena Cinemas Zürich,47.3584599,8.5229214
181,Toma,"Drama, Music, History",16/14Y.,O/g,20:30,2021-10-26,Riffraff,Zürich,2021-10-26 20:30:00,Riffraff Zürich,47.3827835,8.5290454
182,After We Fell,Romance,14Y.,G,20:40,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:40:00,Arena Cinemas Zürich,47.3584599,8.5229214
183,Schachnovelle,Drama,12Y.,G,20:40,2021-10-26,Arthouse Movie,Zürich,2021-10-26 20:40:00,Arthouse Movie Zürich,47.3707036,8.5437007
184,The Man Who Sold His Skin,Drama,16Y.,O/gf,20:40,2021-10-26,Arthouse Piccadilly,Zürich,2021-10-26 20:40:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
185,Titane,"Mystery, Thriller",16Y.,F/g,20:40,2021-10-26,Riffraff,Zürich,2021-10-26 20:40:00,Riffraff Zürich,47.3827835,8.5290454
186,Die kleinen Margeriten,,unknown,O/g,20:45,2021-10-26,Filmpodium,Zürich,2021-10-26 20:45:00,Filmpodium Zürich,47.3715739,8.536824700000002
187,Halloween Kills,"Action, Horror, Thriller",18/16Y.,E/gf,20:45,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
188,Halloween Kills,"Action, Horror, Thriller",18/16Y.,G,20:45,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
189,Halloween Kills,"Action, Horror, Thriller",18/16Y.,G,20:45,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:45:00,Arena Cinemas Zürich,47.3584599,8.5229214
190,The Organ Donor,Horror,18Y.,G,20:45,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:45:00,Arena Cinemas Zürich,47.3584599,8.5229214
191,"Es ist nur eine Phase, Hase",Comedy,10Y.,G,21:00,2021-10-26,Kosmos,Zürich,2021-10-26 21:00:00,Kosmos Zürich,47.3799807,8.5290807
192,Escape Room 2: no way out,"Horror, Thriller",16Y.,G,21:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 21:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
193,Ghosts,Drama,16Y.,O/g,21:00,2021-10-26,Riffraff,Zürich,2021-10-26 21:00:00,Riffraff Zürich,47.3827835,8.5290454
194,Hive,Drama,12Y.,O/ge,21:00,2021-10-26,Riffraff,Zürich,2021-10-26 21:00:00,Riffraff Zürich,47.3827835,8.5290454
195,The Father,Drama,14/12Y.,E/gf,21:00,2021-10-26,Houdini,Zürich,2021-10-26 21:00:00,Houdini Zürich,47.3746074,8.5203069
196,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,21:00,2021-10-26,Kinocenter,Chur,2021-10-26 21:00:00,Kinocenter Chur,46.8520733,9.533791599999999
197,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,21:00,2021-10-26,Kosmos,Zürich,2021-10-26 21:00:00,Kosmos Zürich,47.3799807,8.5290807
198,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,21:00,2021-10-26,Apollo,Chur,2021-10-26 21:00:00,Apollo Chur,46.8550628,9.524390200000001
199,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,21:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 21:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
200,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,21:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 21:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
201,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,21:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 21:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
202,Wild,Documentary,12Y.,O/g,21:00,2021-10-26,Houdini,Zürich,2021-10-26 21:00:00,Houdini Zürich,47.3746074,8.5203069
