,movie,genre,age_limit,language,showtime,date,cinema,place,dt_showtime,cinema_place,latitude,longitude
39,Badenfahrt - Fest vereint,Documentary,8/0Y.,CH/g,13:30,2021-11-07,Stüssihof,Zürich,2021-11-07 13:30:00,Stüssihof Zürich,47.3723239,8.5437701
40,Bigfoot Superstar,Animation,8Y.,G,13:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
41,Contra,Comedy,12Y.,G,13:30,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 13:30:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
42,The Croods 2,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,13:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
43,Harald Naegeli - Der Sprayer von Zürich,Documentary,12Y.,O/g,13:30,2021-11-07,Riffraff,Zürich,2021-11-07 13:30:00,Riffraff Zürich,47.3827835,8.5290454
44,Ostwind 5 - Der grosse Orkan,Children,6Y.,G,13:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
45,Peter Rabbit 2: The Runaway,"Animation, Children",10/6Y.,G,13:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
46,Ron's Gone Wrong,"Animation, Children, Comedy, Sci-fi",12/8Y.,G,13:30,2021-11-07,ABC,Bülach,2021-11-07 13:30:00,ABC Bülach,47.5205284,8.541034999999999
47,Schachnovelle,Drama,12Y.,G,13:30,2021-11-07,Arthouse Movie,Zürich,2021-11-07 13:30:00,Arthouse Movie Zürich,47.3707036,8.5437007
48,Tom & Jerry,"Adventure, Animation, Children, Comedy",8/6Y.,G,13:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
49,Tom & Jerry,"Adventure, Animation, Children, Comedy",8/6Y.,G,13:45,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:45:00,Arena Cinemas Zürich,47.3584227,8.5226872
50,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,13:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
51,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,13:35,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:35:00,Arena Cinemas Zürich,47.3584227,8.5226872
52,Paw Patrol: The Movie,"Animation, Children",6Y.,G,13:40,2021-11-07,Arena Cinemas,Zürich,2021-11-07 13:40:00,Arena Cinemas Zürich,47.3584227,8.5226872
53,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,13:45,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 13:45:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
54,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,13:45,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 13:45:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
55,Pat & Mat im Winter,"Animation, Children",6/0Y.,G,13:50,2021-11-07,Houdini,Zürich,2021-11-07 13:50:00,Houdini Zürich,47.3746074,8.5203069
56,Zibilla et petits contes sur la difference,Animation,unknown,G,13:50,2021-11-07,Houdini,Zürich,2021-11-07 13:50:00,Houdini Zürich,47.3746074,8.5203069
57,Die Schule der magischen Tiere,"Adventure, Children",unknown,G,14:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
58,Die Schule der magischen Tiere,"Adventure, Children",unknown,G,14:00,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 14:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
59,Die Schule der magischen Tiere,"Adventure, Children",unknown,G,14:30,2021-11-07,Houdini,Zürich,2021-11-07 14:30:00,Houdini Zürich,47.3746074,8.5203069
60,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,14:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 14:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
61,Juzni vetar 2: Ubrzanje,"Crime, Drama, Thriller",18/16Y.,O/g,14:00,2021-11-07,Riffraff,Zürich,2021-11-07 14:00:00,Riffraff Zürich,47.3827835,8.5290454
62,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,14:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
63,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,14:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
64,No Time to Die,"Action, Adventure, Thriller",14Y.,G,14:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
65,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,14:00,2021-11-07,blue Cinema Metropol,Zürich,2021-11-07 14:00:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
66,The Father,Drama,14/12Y.,E/gf,14:00,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 14:00:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
67,Titane,"Mystery, Thriller",16Y.,F/g,14:00,2021-11-07,Riffraff,Zürich,2021-11-07 14:00:00,Riffraff Zürich,47.3827835,8.5290454
68,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,14:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
69,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,14:15,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
70,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,14:15,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 14:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
71,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,14:30,2021-11-07,blue Cinema Metropol,Zürich,2021-11-07 14:30:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
72,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,14:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 14:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
73,Yakari - Grosse Stürme mit kleiner Donner,Animation,6/0Y.,G,14:10,2021-11-07,Houdini,Zürich,2021-11-07 14:10:00,Houdini Zürich,47.3746074,8.5203069
74,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,14:15,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 14:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
75,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,14:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
76,Contra,Comedy,12Y.,G,14:15,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
77,Contra,Comedy,12Y.,G,14:15,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 14:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
78,Contra,Comedy,12Y.,G,14:15,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 14:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
79,The Croods 2,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,14:15,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
80,Herr Bachmann und seine Klasse,Documentary,8Y.,G,14:15,2021-11-07,Arthouse Uto,Zürich,2021-11-07 14:15:00,Arthouse Uto Zürich,47.3741858,8.5213039
81,Pippi Longstocking,"Animation, Children, Comedy, Musical",unknown,G,14:15,2021-11-07,Xenix,Zürich,2021-11-07 14:15:00,Xenix Zürich,47.37528529999999,8.5261529
82,Ron's Gone Wrong,"Animation, Children, Comedy, Sci-fi",12/8Y.,G,14:15,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 14:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
83,Space Jam: A New Legacy,"Animation, Comedy",10/8Y.,G,14:15,2021-11-07,Arena Cinemas,Zürich,2021-11-07 14:15:00,Arena Cinemas Zürich,47.3584227,8.5226872
84,Burning Memories,Documentary,14Y.,G,14:20,2021-11-07,Riffraff,Zürich,2021-11-07 14:20:00,Riffraff Zürich,47.3827835,8.5290454
85,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,14:20,2021-11-07,Kosmos,Zürich,2021-11-07 14:20:00,Kosmos Zürich,47.3799807,8.5290807
86,Paw Patrol: The Movie,"Animation, Children",6Y.,G,14:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
87,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,E/g,14:30,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 14:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
88,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,G,14:45,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
89,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,14:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 14:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
90,Tom & Jerry,"Adventure, Animation, Children, Comedy",8/6Y.,G,14:45,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 14:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
91,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:00,2021-11-07,Rosental,Heiden,2021-11-07 15:00:00,Rosental Heiden,47.4426263,9.533398199999999
92,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:30,2021-11-07,Stüssihof,Zürich,2021-11-07 15:30:00,Stüssihof Zürich,47.3723239,8.5437701
93,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:50,2021-11-07,Arena Cinemas,Zürich,2021-11-07 15:50:00,Arena Cinemas Zürich,47.3584227,8.5226872
94,"Es ist nur eine Phase, Hase",Comedy,10Y.,G,15:00,2021-11-07,Kosmos,Zürich,2021-11-07 15:00:00,Kosmos Zürich,47.3799807,8.5290807
95,Walk On Water,"Documentary, Thriller",unknown,O/gf,15:00,2021-11-07,Filmpodium,Zürich,2021-11-07 15:00:00,Filmpodium Zürich,47.3715739,8.536824700000002
96,The Story of My Wife,"Drama, Romance",12Y.,E/g,15:05,2021-11-07,Arthouse Movie,Zürich,2021-11-07 15:05:00,Arthouse Movie Zürich,47.3707036,8.5437007
97,No Time to Die,"Action, Adventure, Thriller",14Y.,G,15:15,2021-11-07,Kinocenter,Chur,2021-11-07 15:15:00,Kinocenter Chur,46.8520733,9.533791599999999
98,Und morgen seid ihr tot,Drama,14/12Y.,O/gf,15:20,2021-11-07,Arthouse Alba,Zürich,2021-11-07 15:20:00,Arthouse Alba Zürich,47.3761085,8.544658199999999
99,The Croods 2,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,15:30,2021-11-07,Houdini,Zürich,2021-11-07 15:30:00,Houdini Zürich,47.3746074,8.5203069
100,The Croods 2,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,15:55,2021-11-07,Arena Cinemas,Zürich,2021-11-07 15:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
101,Ron's Gone Wrong,"Animation, Children, Comedy, Sci-fi",12Y.,G,15:30,2021-11-07,Kosmos,Zürich,2021-11-07 15:30:00,Kosmos Zürich,47.3799807,8.5290807
102,"Chien pourri, la vie à Paris",Animation,6/0Y.,G,15:30,2021-11-07,Houdini,Zürich,2021-11-07 15:30:00,Houdini Zürich,47.3746074,8.5203069
103,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,15:30,2021-11-07,Arthouse Le Paris,Zürich,2021-11-07 15:30:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
104,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,15:40,2021-11-07,Kosmos,Zürich,2021-11-07 15:40:00,Kosmos Zürich,47.3799807,8.5290807
105,Lamb,"Drama, Horror, Mystery",16Y.,O/ge,15:40,2021-11-07,Riffraff,Zürich,2021-11-07 15:40:00,Riffraff Zürich,47.3827835,8.5290454
106,Pat & Mat im Winter,"Animation, Children",6/0Y.,G,15:40,2021-11-07,Houdini,Zürich,2021-11-07 15:40:00,Houdini Zürich,47.3746074,8.5203069
107,Bigfoot Superstar,Animation,8Y.,G,15:50,2021-11-07,Arena Cinemas,Zürich,2021-11-07 15:50:00,Arena Cinemas Zürich,47.3584227,8.5226872
108,Supernova,Drama,14Y.,E/gf,15:50,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 15:50:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
109,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,15:50,2021-11-07,Arena Cinemas,Zürich,2021-11-07 15:50:00,Arena Cinemas Zürich,47.3584227,8.5226872
110,"Hilfe, ich habe meine Freunde geschrumpft",Children,6Y.,G,15:55,2021-11-07,Arena Cinemas,Zürich,2021-11-07 15:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
111,Paw Patrol: The Movie,"Animation, Children",6Y.,G,15:55,2021-11-07,Arena Cinemas,Zürich,2021-11-07 15:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
112,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,16:00,2021-11-07,ABC,Bülach,2021-11-07 16:00:00,ABC Bülach,47.5205284,8.541034999999999
113,Die Schule der magischen Tiere,"Adventure, Children",4Y.,G,16:00,2021-11-07,Kosmos,Zürich,2021-11-07 16:00:00,Kosmos Zürich,47.3799807,8.5290807
114,Ostwind 5 - Der grosse Orkan,Children,6Y.,G,16:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 16:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
115,Petite maman,"Drama, Fantasy",10/6Y.,F/g,16:00,2021-11-07,Arthouse Movie,Zürich,2021-11-07 16:00:00,Arthouse Movie Zürich,47.3707036,8.5437007
116,SPARTACUS,,unknown,O,16:00,2021-11-07,Apollo,Chur,2021-11-07 16:00:00,Apollo Chur,46.8550628,9.524390200000001
117,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,16:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 16:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
118,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 16:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
119,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:15,2021-11-07,Arena Cinemas,Zürich,2021-11-07 16:15:00,Arena Cinemas Zürich,47.3584227,8.5226872
120,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 16:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
121,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 16:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
122,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:45,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 16:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
123,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:30,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 16:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
124,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:30,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 16:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
125,Nomadland,Drama,12/6Y.,E/gf,16:10,2021-11-07,Riffraff,Zürich,2021-11-07 16:10:00,Riffraff Zürich,47.3827835,8.5290454
126,Harald Naegeli - Der Sprayer von Zürich,Documentary,12Y.,O/g,16:15,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 16:15:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
127,The Father,Drama,14/12Y.,E/gf,16:20,2021-11-07,Houdini,Zürich,2021-11-07 16:20:00,Houdini Zürich,47.3746074,8.5203069
128,Babylon 2,,unknown,O/gf,16:30,2021-11-07,Xenix,Zürich,2021-11-07 16:30:00,Xenix Zürich,47.37528529999999,8.5261529
129,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:30,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 16:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
130,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,G,16:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 16:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
131,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,G,16:45,2021-11-07,Kinocenter,Chur,2021-11-07 16:45:00,Kinocenter Chur,46.8520733,9.533791599999999
132,L'Amore A Domicilio,,unknown,I/g,16:30,2021-11-07,Kinocenter,Chur,2021-11-07 16:30:00,Kinocenter Chur,46.8520733,9.533791599999999
133,The Man Who Sold His Skin,Drama,16Y.,O/gf,16:30,2021-11-07,Riffraff,Zürich,2021-11-07 16:30:00,Riffraff Zürich,47.3827835,8.5290454
134,Hive,Drama,12Y.,O/ge,16:50,2021-11-07,Riffraff,Zürich,2021-11-07 16:50:00,Riffraff Zürich,47.3827835,8.5290454
135,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:00,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 17:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
136,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
137,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
138,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,17:40,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:40:00,Arena Cinemas Zürich,47.3584227,8.5226872
139,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:20,2021-11-07,Houdini,Zürich,2021-11-07 17:20:00,Houdini Zürich,47.3746074,8.5203069
140,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,17:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
141,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,17:00,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 17:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
142,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,17:00,2021-11-07,blue Cinema Metropol,Zürich,2021-11-07 17:00:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
143,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,17:00,2021-11-07,Kosmos,Zürich,2021-11-07 17:00:00,Kosmos Zürich,47.3799807,8.5290807
144,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,17:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
145,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,17:20,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
146,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,17:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
