,movie,genre,age_limit,language,showtime,date,cinema,place,dt_showtime,cinema_place,latitude,longitude
147,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 17:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
148,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-11-07,Houdini,Zürich,2021-11-07 17:00:00,Houdini Zürich,47.3746074,8.5203069
149,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-11-07,Kosmos,Zürich,2021-11-07 17:00:00,Kosmos Zürich,47.3799807,8.5290807
150,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:20,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
151,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:20,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
152,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
153,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
154,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
155,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,17:00,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 17:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
156,The Last Duel,"Drama, History",16Y.,E/gf,17:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
157,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,17:00,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 17:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
158,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,17:30,2021-11-07,blue Cinema Metropol,Zürich,2021-11-07 17:30:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
159,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,17:45,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
160,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,E/g,17:15,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 17:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
161,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,G,17:45,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 17:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
162,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,17:15,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 17:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
163,Petite maman,"Drama, Fantasy",10/6Y.,F/g,17:20,2021-11-07,Houdini,Zürich,2021-11-07 17:20:00,Houdini Zürich,47.3746074,8.5203069
164,Bekenntnisse des Hochstaplers Felix Krull,Drama,12Y.,G,17:30,2021-11-07,Stüssihof,Zürich,2021-11-07 17:30:00,Stüssihof Zürich,47.3723239,8.5437701
165,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,17:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 17:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
166,The Woman Who Loves Giraffes,,16Y.,O/g,17:30,2021-11-07,Kosmos,Zürich,2021-11-07 17:30:00,Kosmos Zürich,47.3799807,8.5290807
167,Contra,Comedy,12Y.,G,18:00,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 18:00:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
168,Contra,Comedy,12Y.,G,18:20,2021-11-07,Houdini,Zürich,2021-11-07 18:20:00,Houdini Zürich,47.3746074,8.5203069
169,Contra,Comedy,12Y.,G,18:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
170,Giacomo l'idealista,,unknown,I/f,18:00,2021-11-07,Filmpodium,Zürich,2021-11-07 18:00:00,Filmpodium Zürich,47.3715739,8.536824700000002
171,Juzni vetar 2: Ubrzanje,"Crime, Drama, Thriller",18/16Y.,O/g,18:00,2021-11-07,Riffraff,Zürich,2021-11-07 18:00:00,Riffraff Zürich,47.3827835,8.5290454
172,Petite maman,"Drama, Fantasy",10/6Y.,F/g,18:00,2021-11-07,Arthouse Movie,Zürich,2021-11-07 18:00:00,Arthouse Movie Zürich,47.3707036,8.5437007
173,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,18:00,2021-11-07,Arthouse Le Paris,Zürich,2021-11-07 18:00:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
174,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,18:20,2021-11-07,Kosmos,Zürich,2021-11-07 18:20:00,Kosmos Zürich,47.3799807,8.5290807
175,Und morgen seid ihr tot,Drama,14/12Y.,O/gf,18:00,2021-11-07,Arthouse Alba,Zürich,2021-11-07 18:00:00,Arthouse Alba Zürich,47.3761085,8.544658199999999
176,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,18:10,2021-11-07,Kosmos,Zürich,2021-11-07 18:10:00,Kosmos Zürich,47.3799807,8.5290807
177,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,18:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
178,Space Jam: A New Legacy,"Animation, Comedy",10/8Y.,G,18:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
179,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,18:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
180,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,18:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
181,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,18:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
182,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,G,18:20,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
183,After We Fell,Romance,14Y.,G,18:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 18:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
184,Burning Memories,Documentary,14Y.,G,18:30,2021-11-07,Riffraff,Zürich,2021-11-07 18:30:00,Riffraff Zürich,47.3827835,8.5290454
185,Dene wos guet geit,Drama,16Y.,O/gf,18:30,2021-11-07,Xenix,Zürich,2021-11-07 18:30:00,Xenix Zürich,47.37528529999999,8.5261529
186,Harald Naegeli - Der Sprayer von Zürich,Documentary,12Y.,O/g,18:30,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 18:30:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
187,No Time to Die,"Action, Adventure, Thriller",14Y.,G,18:30,2021-11-07,ABC,Bülach,2021-11-07 18:30:00,ABC Bülach,47.5205284,8.541034999999999
188,Schachnovelle,Drama,12Y.,G,18:30,2021-11-07,Arthouse Movie,Zürich,2021-11-07 18:30:00,Arthouse Movie Zürich,47.3707036,8.5437007
189,Bad Luck Banging or Loony Porn,"Comedy, Drama",18Y.,O/gf,18:35,2021-11-07,Arthouse Uto,Zürich,2021-11-07 18:35:00,Arthouse Uto Zürich,47.3741858,8.5213039
190,Azor,,16Y.,O/ge,18:40,2021-11-07,Houdini,Zürich,2021-11-07 18:40:00,Houdini Zürich,47.3746074,8.5203069
191,Supernova,Drama,14Y.,E/gf,18:40,2021-11-07,Kosmos,Zürich,2021-11-07 18:40:00,Kosmos Zürich,47.3799807,8.5290807
192,Eternals,"Action, Adventure, Fantasy, Sci-fi",12Y.,E/gf,18:45,2021-11-07,Kinocenter,Chur,2021-11-07 18:45:00,Kinocenter Chur,46.8520733,9.533791599999999
193,Lamb,"Drama, Horror, Mystery",16Y.,O/ge,18:50,2021-11-07,Riffraff,Zürich,2021-11-07 18:50:00,Riffraff Zürich,47.3827835,8.5290454
194,Knackningar,Thriller,16Y.,O/e,19:00,2021-11-07,Riffraff,Zürich,2021-11-07 19:00:00,Riffraff Zürich,47.3827835,8.5290454
195,No Time to Die,"Action, Adventure, Thriller",14Y.,G,19:00,2021-11-07,Kinocenter,Chur,2021-11-07 19:00:00,Kinocenter Chur,46.8520733,9.533791599999999
196,Petite maman,"Drama, Fantasy",10/6Y.,F/g,19:10,2021-11-07,Houdini,Zürich,2021-11-07 19:10:00,Houdini Zürich,47.3746074,8.5203069
197,Nachbarn,Drama,12Y.,O/g,19:30,2021-11-07,Rosental,Heiden,2021-11-07 19:30:00,Rosental Heiden,47.4426263,9.533398199999999
198,A bout de souffle,,unknown,F/g,20:00,2021-11-07,Xenix,Zürich,2021-11-07 20:00:00,Xenix Zürich,47.37528529999999,8.5261529
199,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:00,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
200,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,20:20,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:20:00,Arena Cinemas Zürich,47.3584227,8.5226872
201,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
202,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 20:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
203,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,Kosmos,Zürich,2021-11-07 20:30:00,Kosmos Zürich,47.3799807,8.5290807
204,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
205,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:40,2021-11-07,Houdini,Zürich,2021-11-07 20:40:00,Houdini Zürich,47.3746074,8.5203069
206,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,20:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
207,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,20:15,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
208,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
209,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 20:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
210,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,blue Cinema Metropol,Zürich,2021-11-07 20:30:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
211,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,20:30,2021-11-07,Kosmos,Zürich,2021-11-07 20:30:00,Kosmos Zürich,47.3799807,8.5290807
212,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,20:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
213,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,E/gf,20:35,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:35:00,Arena Cinemas Zürich,47.3584227,8.5226872
214,Eternals,"Action, Adventure, Fantasy, Sci-fi",14/12Y.,G,20:40,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:40:00,Arena Cinemas Zürich,47.3584227,8.5226872
215,Halloween Kills,"Action, Horror, Thriller",18/16Y.,E/g,20:00,2021-11-07,Stüssihof,Zürich,2021-11-07 20:00:00,Stüssihof Zürich,47.3723239,8.5437701
216,Halloween Kills,"Action, Horror, Thriller",18/16Y.,G,20:55,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
217,Nachbarn,Drama,12Y.,O/gf,20:00,2021-11-07,InsKino,Ins,2021-11-07 20:00:00,InsKino Ins,47.0076218,7.1038751
218,Nachbarn,Drama,12Y.,O/gf,20:10,2021-11-07,Arthouse Movie,Zürich,2021-11-07 20:10:00,Arthouse Movie Zürich,47.3707036,8.5437007
219,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:00,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
220,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
221,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:00,2021-11-07,blue Cinema Metropol,Zürich,2021-11-07 20:00:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
222,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
223,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:10,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:10:00,Arena Cinemas Zürich,47.3584227,8.5226872
224,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:30:00,Arena Cinemas Zürich,47.3584227,8.5226872
225,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:45,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:45:00,Arena Cinemas Zürich,47.3584227,8.5226872
226,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:50,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:50:00,Arena Cinemas Zürich,47.3584227,8.5226872
227,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:15:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
228,No Time to Die,"Action, Adventure, Thriller",14Y.,G,20:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
229,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:15,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 20:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
230,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:20,2021-11-07,Kosmos,Zürich,2021-11-07 20:20:00,Kosmos Zürich,47.3799807,8.5290807
231,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,20:30,2021-11-07,Houdini,Zürich,2021-11-07 20:30:00,Houdini Zürich,47.3746074,8.5203069
232,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,E/g,20:00,2021-11-07,Apollo,Chur,2021-11-07 20:00:00,Apollo Chur,46.8550628,9.524390200000001
233,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,E/g,20:00,2021-11-07,blue Cinema Corso,Zürich,2021-11-07 20:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
234,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,G,20:45,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
235,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,E/g,20:45,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
236,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,20:00,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
237,Und morgen seid ihr tot,Drama,14/12Y.,O/gf,20:40,2021-11-07,Arthouse Alba,Zürich,2021-11-07 20:40:00,Arthouse Alba Zürich,47.3761085,8.544658199999999
238,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,20:50,2021-11-07,Kosmos,Zürich,2021-11-07 20:50:00,Kosmos Zürich,47.3799807,8.5290807
239,Contra,Comedy,12Y.,G,20:15,2021-11-07,Kinocenter,Chur,2021-11-07 20:15:00,Kinocenter Chur,46.8520733,9.533791599999999
240,Contra,Comedy,12Y.,G,20:45,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 20:45:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
241,Contra,Comedy,12Y.,G,20:50,2021-11-07,Houdini,Zürich,2021-11-07 20:50:00,Houdini Zürich,47.3746074,8.5203069
242,Contra,Comedy,12Y.,G,20:55,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
243,Hive,Drama,12Y.,O/ge,20:20,2021-11-07,Riffraff,Zürich,2021-11-07 20:20:00,Riffraff Zürich,47.3827835,8.5290454
244,Supernova,Drama,14Y.,E/gf,20:20,2021-11-07,Arthouse Piccadilly,Zürich,2021-11-07 20:20:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
245,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,20:30,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
246,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,20:40,2021-11-07,Arthouse Le Paris,Zürich,2021-11-07 20:40:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
247,The Last Duel,"Drama, History",16Y.,E/gf,20:30,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
248,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,20:30,2021-11-07,blue Cinema Capitol,Zürich,2021-11-07 20:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
249,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,20:55,2021-11-07,Arena Cinemas,Zürich,2021-11-07 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
250,Juzni vetar 2: Ubrzanje,"Crime, Drama, Thriller",18/16Y.,O/g,20:40,2021-11-07,Riffraff,Zürich,2021-11-07 20:40:00,Riffraff Zürich,47.3827835,8.5290454
251,Dede,,unknown,O/g,20:45,2021-11-07,Filmpodium,Zürich,2021-11-07 20:45:00,Filmpodium Zürich,47.3715739,8.536824700000002
252,Die Welt wird eine andere sein,,16/12Y.,G,20:50,2021-11-07,Kosmos,Zürich,2021-11-07 20:50:00,Kosmos Zürich,47.3799807,8.5290807
253,Contra,Comedy,12Y.,G,21:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 21:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
254,Escape Room 2: no way out,"Horror, Thriller",16Y.,G,21:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
255,Halloween Kills,"Action, Horror, Thriller",18/16Y.,G,21:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 21:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
256,Lamb,"Drama, Horror, Mystery",16Y.,O/ge,21:00,2021-11-07,Riffraff,Zürich,2021-11-07 21:00:00,Riffraff Zürich,47.3827835,8.5290454
257,Last Night in Soho,"Drama, Horror, Mystery, Thriller",16Y.,E/gf,21:00,2021-11-07,Riffraff,Zürich,2021-11-07 21:00:00,Riffraff Zürich,47.3827835,8.5290454
258,Petite maman,"Drama, Fantasy",10/6Y.,F/g,21:00,2021-11-07,Arthouse Movie,Zürich,2021-11-07 21:00:00,Arthouse Movie Zürich,47.3707036,8.5437007
259,Petite maman,"Drama, Fantasy",10/6Y.,F/g,21:00,2021-11-07,Houdini,Zürich,2021-11-07 21:00:00,Houdini Zürich,47.3746074,8.5203069
260,Red Notice,"Action, Comedy, Crime, Thriller",14/12Y.,G,21:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
261,The Organ Donor,Horror,18Y.,G,21:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
262,The Father,Drama,14/12Y.,E/gf,21:00,2021-11-07,Houdini,Zürich,2021-11-07 21:00:00,Houdini Zürich,47.3746074,8.5203069
263,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,21:00,2021-11-07,Kosmos,Zürich,2021-11-07 21:00:00,Kosmos Zürich,47.3799807,8.5290807
264,The Ice Road,"Action, Adventure, Drama, Thriller",16Y.,G,21:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
265,The Man Who Sold His Skin,Drama,16Y.,O/gf,21:00,2021-11-07,Arthouse Uto,Zürich,2021-11-07 21:00:00,Arthouse Uto Zürich,47.3741858,8.5213039
266,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,21:00,2021-11-07,blue Cinema Abaton,Zürich,2021-11-07 21:00:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
267,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,21:00,2021-11-07,Arena Cinemas,Zürich,2021-11-07 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
